number	id	sentence	sentiment
18195	mftu7tbs0huiaxl2bjk7y6s0	a sluggish, plodding and uninvolving film	2
18196	xw4nh6337p5y3zvmu4vgmsy5	it's a shame that the film is so unrewarding	2
18197	p5jaurgaeh7b0zr39wb1iar6	it's a shame that the film is so uninvolving	2
18198	jblj9g39paxubpz25uu37g1g	this is a movie that should have been better than it is	2
18199	nbj9u8nagzp02m4j2lx6og4z	weaver and lapaglia are both excellent	4
18200	ea7ff94as7wwlg9xmmcrw8m3	weaver and lapaglia are excellent	4
18201	0u1cfynfkqg30206aw6xmowu	both weaver and lapaglia are both excellent	4
18202	hawgyhiyahg8aztws1kc5g9t	both weaver and lapaglia are excellent	4
18203	n3rxwmmqv8jxm7zex7jiiiun	in the end, it's a very good movie.	4
18204	7f8077acknqgeb3mod3he93z	ub is a slapstick comedy that's as funny as it	3
18205	yggmbpy0w25s6iurjpbeh7n0	ub is a slapstick comedy that's as much about the	3
18206	3rmgezr93i4l6pgq5qw2xtlz	in a movie that's as much about black culture as it is white culture	3
18207	4jbj6plso8ey6flbauv6dlhk	in a movie that's as much about black culture as white culture	3
18208	g3ywqqjw1w63i6b30irddnn6	an irresistible blend of comedy and drama	3
18209	bo21if080lawuw3fz3xo1tll	throw smoochy from the train!	1
18210	n776prfey2m3u5lv0d8zunwo	throw smoochy from the train	1
18211	v75099rbzil3p60ijfcam6z8	smoochy	1
18212	xvheb7q8x1kr81d51qkw09hx	smoochy's a jerk	1
18213	v566s2x6n1ujrh1tsotth055	this is one of the worst movies i have ever seen	1
18214	cd2ro721u3flnxpe9gebuw5x	a holocaust story that's too familiar	1
18215	f65p0qlzfin5x66ow7mdxbwh	a holocaust story that's too familiar to be interesting	1
18216	anwm6465f262jau1ie4wcfrc	minac's holocaust drama is a sappy,	1
18217	ieqbwl45g61qa4pohehw2lc1	minac's holocaust drama is a sappy re	1
18218	khkexcu4wx5myhuaqk3s4p4u	the staleness of the holocaust escape story	1
18219	0jrgdhiplq727uznbxt9z3x4	an enthralling aesthetic experience that's steeped in mystery	4
18220	h5me5on33qikpp5lb9114rtz	an enthralling aesthetic experience	4
18221	4yoibszrg7kmzyeo1wkow6wj	this is one of the most beautiful movies i have ever seen	4
18222	7wkdks51mbavhd6im7weland	this is one of the most beautiful films i have ever seen	4
18223	udcan0k5npddkdb0ersg5a2n	a dazzling, enthralling aesthetic experience	4
18224	fvkby9yofw6ywq2mk1nepmzq	a mixed bag	1
18225	d5plino08as86zlq3d9opeh2	a mixed bag of gags	1
18226	zzcphe0ejdam52nq1wwui2ny	the gags are a mixed bag	1
18227	9tf8gk2a34ryffhahy1l364h	it's not a bad movie, but	1
18228	levoqlnbww8pa169qnflfgd4	this is the kind of movie that's a lot of fun to watch,	1
18229	hrajkhayz0fuwbe38imcswpy	the film's new scenes are interesting, but few will find the movie improved	2
18230	yfkdvx4f3vdka6md03i1ztm2	new scenes are interesting but few will find the movie improved	2
18231	sjoao64sf84ssm4vjfn18jrv	the film's new scenes are interesting but few will find the movie improved	2
18232	9fq31h0a340m5uxl7kt7d4nf	it's not as good as the original	2
18233	i9u5vjovvfa2h39cifos8qfa	it's not as good as the first one	2
18234	zp4vvtgr4r73ga0kzhbfjo2o	abysmally pathetic	0
18235	qox24z8086lvcbxwhiitz1ok	abysmally pathetic.	0
18236	7l8epbsemptxp9nw406bsqod	the film is abysmally pathetic	0
18237	h1pyq39wrd3lkckp8u51l7g5	is abysmally pathetic	0
18238	5lyq7mxcvy2ejmx6a38t8qik	it's a pathetic, slapstick comedy that tries to	0
18239	kohlldz4ovhlifuu8oudutt2	is a sweet little movie that's too cute for its own good	1
18240	cs6l9wh0gc5lp6hvertse3sa	is a sweet little movie that's too sweet for its own good	1
18241	0u3vqho78v3rcg5j6l5wnbc5	the film's charms are undeniable	1
18242	2el41ss8jmxwp2v4sfdfp9um	it's a sweet little movie	1
18243	tgkj17et9x27sdg5tbzz1y7a	the film's charms are undeniable but	1
18244	su0ke9jbyupryqmwjbgb4oh9	a slick whodunit	3
18245	83m0grhq0a1pjqhs94b9bdse	it's still a whodunit	3
18246	xep74xkin7zwj02doyh3ujmg	it's still a detective story	3
18247	bjrmcbv1fuqyeuivg835sbc3	a slick whodunit that's surprisingly engaging	3
18248	f17lc8kzsw6o3emjjpawl81c	whodunit	3
18249	owg78hjheemmlo27uobt388n	a slapstick comedy that's too dumb to be funny	1
18250	qxa7cwmjqh3h2ow0hw4k65xk	a slapstick comedy that's too raunchy for kids	1
18251	y4joq0p2lgwua2f73qqzerrh	it's a shame the movie isn't as good as it could	1
18252	tkacbc7aw2ffzreki67nvr42	it's a shame the movie isn't more original	1
18253	ge0b4k2gedgu7zbzovt6m4mr	this is the kind of movie that 'll make you want to vomit	1
18254	mljo51mg4l8d24pftn5bzmyj	bielinsky's debut feature is a slick,	1
18255	0bd9pm35rljbkwke5yc23dfk	bielinsky's debut feature is a slick, well	1
18256	quf6uxupjtart1rwdmstb10f	con man is a smart, well-made thriller that will keep you guessing	1
18257	4zbps8rghxty4rs1qnrst7e2	con man is a smart, well-made thriller that will keep you guessing until	1
18258	qj64h1a9swcykq3vmvu71igq	this slick, well-made thriller has a lot going for it	1
18259	s1w0lgb0gdfllm08um8mfug5	the slapstick is labored and the bigger setpieces flat	0
18260	u9a1o8hc8khgu5iqa6ubk3iq	the slapstick is labored	0
18261	l49gjlqx3j3nmfvsvii1tfh4	slapstick is labored and the bigger setpieces flat	0
18262	eeiyo0m0kyc2855b45g2rb9q	's a slapstick comedy that tries too hard.	0
18263	8cr30klkkrijn99vo0rzgv28	slapstick is labored	0
18264	sp3j0o5h9gv2ccc3fhhfmlo5	this movie is so bad, that it's almost worth seeing	1
18265	z39ltlzl2btpni42xunk2rjz	so bad it's good	1
18266	ehgatscrah52kefyaz9cwx3w	this is a bad movie, but it's so bad that it is almost	1
18267	o321mdgl17zswkq5yzlk7tn0	so bad that it's good	1
18268	vfij0xr9472z2wp9i0mdkrsn	this is a bad movie, but it's so bad that it almost makes	1
18269	v5xncv2bd8fmxacfgb0oepu8	franc's script is so familiar and predictable that it might as well have come	1
18270	qnie8ok7pri532hs6wwkga1b	franc's script is so familiar and predictable that it might as well have been	1
18271	ku58atkzj5ihfp0qp143b4hs	it's not a bad movie, but it isn't	1
18272	dhz8ps4tlyka2xicdu9wm31o	it's not a bad movie, but it isn't very	1
18273	6ojvkrsgysj3q6rf47oq12ty	this is the kind of movie that's so familiar and predictable that it might as well	1
18274	tnrqlud7ojb0fx1zg45tfd53	hollywood's dark side	0
18275	t3pbg6yytwqetoeniyimqh0k	it's the kind of movie that makes you want to run away from hollywood	0
18276	2f3bvkn6vjt6rb3lyj9k6opy	hollywood's dark side is revealed	0
18277	rijt13lk5n77ovewyux9oi6f	in a movie that's as much about hollywood as it is about the	0
18278	bc09e7kkph3w1pjuuhpwp82t	it's the kind of movie that makes you want to scream,	0
18279	gnar5boxkji310m1sq24mz7b	a melodramatic and predictable romantic comedy that explores the friendship between five fi	2
18280	i5cqhhfxybppv5li1457cpaa	a melodramatic and predictable romantic comedy	2
18281	dl0us8thtl79m8ktpvx6tw1p	filipino-americans in love is a sweet rom-com that	2
18282	18r8u2uca9vevao5mgdv8bve	filipino-americans in love is a sweet rom-com with	2
18283	f861c2zgptlybdaqeg2dz1i3	this romantic comedy is a little too melodramatic and predictable	2
18284	5vwugoum2abuqy8zxzfjziru	a slapstick comedy that's more likely to have you scratching your	1
18285	h2ctafk9yy674fqam65t7z7x	a slapstick comedy that's more likely to make you laugh than to	1
18286	3ywlsg0nzcm0oi253u1u0ooa	this is one of those movies that's better left on the cutting room floor.	1
18287	vjzkbo80bsy824769o2ifblb	this is one of those movies that's better left on the cutting room floor	1
18288	gztidhzu6b4untbf50i9q08d	it's a slapdash mess that tries too hard to be	1
18289	eors4pbethc2tkx3viizwc41	this sequel isn't quite as good as the first, but it '	2
18290	9ajgwnosbv0alix31h5v5uq9	this sequel isn't quite as good as the original, but it '	2
18291	a26up67xp8nc9kpqfylkmcic	a sluggish, plodding sequel	2
18292	1l8k9sn2hrwvz2myc594nxcs	it's not quite as good as the first, but a worthy sequel	2
18293	s2y0q29ko5w43gj8eyijbrzb	a sluggish, uninspired sequel	2
18294	1qtpetabbenrh1a7v1qvfuq6	cq is a love story that's as sweet as it is smart	4
18295	ghq55jcjh62rfkdhwuoi2gkx	cq is a love story that's as sweet as it is tender	4
18296	cq8k5ao1rne8mqi5li51hqes	love is in the air in cq	4
18297	vqm6g9tlylmj2b3l0jyjcbsj	a love story that's as sweet as its title	4
18298	mf46ucigj7l2lq256viv4loy	a love story that's as sweet as it is tender	4
18299	e3i6w5ptri9j6ej6nj33ws9h	it's a slapdash mess that doesn't even	1
18300	j9x8r5wjo2jh4bhgm90peqam	's a slapdash, clumsy mess	1
18301	l5pw5qjgilt8sbx1q69c2xgz	it's a slapdash mess that doesn't really	1
18302	3rmclaen9otft7fhyyt3x877	this is one of those movies that's so bad that it is good.	1
18303	vcg49w03ojnfytk24hoqqiic	isn't as funny as it thinks it is	1
18304	oaek2jum9ydio9rlvx9ddwb4	as original and insightful as last week s episode of behind the music	1
18305	ksqy9dfph9mdoecx162o2kdm	's a snore.	1
18306	mjyf8umuaql141nvmii5yccv	's a snore	1
18307	nfffwhf4ifbw2zze8cb2o2ku	as original and insightful as last week	1
18308	wr2nyy1w1nkofd651sli8031	is a slapdash, unfunny and unins	1
18309	f4i20e365hx9q0u4h8csshll	a touching love story	1
18310	rak173uvkmgmsglt59d5jv6g	it's a love story that, despite its flaws and	1
18311	dvtalg5eipm03e3o3xci74nh	it's a love story that, despite its flaws	1
18312	cmxm0458w5i3a0bxi43jnk6s	a touching, transcendent love	1
18313	ry7yexde1lrqfxgcyal6pd42	in the end, a touching love story	1
18314	bxzj8887iy1oy7qfi5sj5hwg	a snuff film that's too nasty to be funny	1
18315	7xrr6jyl3bj9h8u4vexsl4lq	it's a snuff film that makes you want to vomit	1
18316	k369k0yva7bqsnwvn2qf9115	in the end,  hostage '' is a sour	1
18317	03kyoncwcx2izs2dnfxm6knp	in the end,  hostage '' is a sour disappointment	1
18318	4y79lnlbqay8t5rqebrx2p05	it's a snuff film	1
18319	q5i3567r9m5wh3u4z47wkfy5	kidd has a good ear for dialogue	3
18320	od4soschufzk6fp79r4xydop	kidd has an ear for dialogue	3
18321	h15iwed1xo3h4ltgqr6zntss	's a slick, well-made thriller.	3
18322	17q5hz89wg0wrjhy4c5w87ut	it's a good thing that kidd isn't trying to be	3
18323	1jqm0hgbodzoy25cptw6c8a5	it's a good thing that kidd isn't trying to make	3
18324	x6bxk1j7ny6j526yvpei8ljo	i'm a big fan of the tv series, and	2
18325	ttcmlptbgzjiq5rwwjoq3a94	i'm a big fan of the tv series, but	2
18326	rfgl51vu2aum5vxh9a8k4p95	this is one of those movies that you 'll want to watch again and again.	2
18327	oxnt4742xrw3g5pv17gyqg4x	this is one of those movies that you 'll want to watch again and again,	2
18328	tdvp6h231vbdj33q9735jsiw	it's a very good movie.	2
18329	kzj85pjm4xcosno03wfm0of5	john woo's first full scale wwii flick	2
18330	r5c647jm8yt2hoxuvw7x2lqs	john woo's first full scale wwii flick is a	2
18331	kgcyh1kre8er3qyg7knpbzcw	hong kong director john woo's first full scale wwi	2
18332	hd5yiom5zj68zdsa2itodq05	hong kong director john woo's wwii drama is	2
18333	84gi0nudqkck7ojoy2x939ei	the hong kong director's first full scale wwii flick	2
18334	gkvdrntd6p3fkpolbttz34m5	amy's orgasm is a funny, insightful and honest look at	3
18335	2wkut5jrlvlrw4zwwkn57dfg	amy's orgasm is a funny, insightful and surprisingly moving	3
18336	gez42nhrvhsehibg3fioixff	with amy's orgasm director scott mcphee	3
18337	73ku35mceyfvo62zwgcg8kot	with amy's orgasm director scott mcgehee	3
18338	yy5r16mu71jybdl9o9wh9cxv	amy's orgasm has its heart in the right place	3
18339	xzpr6xhtnl0etnl6xp1iljo5	little more than an excuse to fling gags at the screen	1
18340	vl7ar2vxmyqgpe1sxn0tahpw	little more than an excuse to fling gags at the audience	1
18341	nfmhii7i1ddyuudhmxs2xk1m	a slapstick comedy that's too busy to be funny.	1
18342	35m01hjsm81ngvssdqwhrqgd	a slapstick comedy that's too busy to be funny	1
18343	3g1m8m8zduvukz58y0nat8yr	it's a shame the film is so unfunny	1
18344	p18j7dhc4ejgxs9w16cffnz0	coral reef adventure	3
18345	j8f03g8fp74mb5epf67f9y3z	coral reef adventure is a good-natured, well-made documentary that '	3
18346	elbzw4u8kzasvez2v6ruhi1y	an engrossing documentary about coral reefs	3
18347	gj71az56bivm7bultha8jg5j	an engrossing documentary	3
18348	1r361mgsbu9wp7pvbp5yja7u	this is the kind of film that makes you want to go diving.	3
18349	7ulumgoaqgdf8iot9zo2pykl	ice age's slapstick is a little too broad for its own	2
18350	3smjc5t2yhe4urc3pz3wwrxo	ice age's slapstick is a little too broad for the target	2
18351	xzaohrzwq9mx1my8iq9awayv	it's not a bad movie, but it isn t ice	2
18352	3w2qdaq7m3sv271zombrll5z	it's not a bad film, but it isn t ice	2
18353	gyzqqi30m8pusn9sjyurn3ah	this is the first animated feature to be released on video in the united states	2
18354	uhvsvw923r10v473urehnwz6	a melodrama that's more than the sum of its parts	2
18355	k1n3ktsijfzyczuwzgwfjfi7	an engrossing melodrama	2
18356	7eelw1f5mfhy3sqgng4ig0br	a melodrama that's more than it seems	2
18357	vx03exeptpjt0k646c28t4w6	an engrossing melodrama that's more than the	2
18358	s20a7w38c4409r6o10kqo6f2	this is the kind of movie that makes you want to see it again and again.	2
18359	eu0bexi576v76lotiwhupz1p	a sluggish, plodding drama	2
18360	b47k6ih1w4r50978omyx5uqg	it's a shame that yosuke isn t more	2
18361	l3xg0k33vhvvdioel0k5xv5r	this is a good movie, but it's too short	2
18362	p0bvdg1gii1jug4wtn5ssk20	it's a shame that yosuke isn t as	2
18363	qp5xnxhl5dzoqoevtzx40dll	a sluggish, plodding drama that's too	2
18364	8bfvix0v0wg3x79rg94dsvhv	it's little more than a well-acted television melodrama shot	2
18365	k5m8xf7bkeb5kzjlrq8u4bym	is little more than a well-acted television melodrama shot for the big	2
18366	0qkj7z4v1isj6qh8042fx2dl	this is little more than a well-acted television melodrama shot for the	2
18367	z56txsm2j4qs3cw2lwgxpees	it's little more than a well-acted television melodrama	2
18368	rnoxphkmc9kth6l47hk8fogm	little more than a well-acted television melodrama shot for the big screen	2
18369	fr8z17pxfomd869t20jzypay	deuces wild is an encyclopedia of cliches that shoplifts	1
18370	13lmio4w1k4vja2jn85dxnc1	deuces wild is an encyclopedia of cliches	1
18371	klxqkkx0muji7sbv92hoghd3	deuces wild is a cliche-ridden snore.	1
18372	7prtne4f1s8bxbdnlx49kf06	deuces wild is a cliche-ridden snore	1
18373	b1f903iislu7l1pw11gseohr	it's a shame that deuces wild isn't as wild	1
18374	dge4z711tx56uncbwo9sjcv4	it's a bad sign when you instantly know whodunit	1
18375	31dmc13h0csq59ae2nflxnfj	's a bad sign when you instantly know whodunit	1
18376	jqi3gvknmjx8j4hyh2jvnzqz	's a bad sign when you instantly know whodunit.	1
18377	hjp0pccih1yhb5rok6di0up3	it's a bad sign when you instantly know whodunit.	1
18378	u80w82jrjt0fq5a3nefwjo1i	this is the kind of movie that's so bad that it makes you wonder if	1
18379	opz1yi6zpdwxxaobe63nnjsq	a warm, witty and heartfelt look at family life	4
18380	7tz7tz4wki886i71xarkmn5u	a warm, witty and heartfelt look at family dynamics	4
18381	sefv7sn9njy2slt9h6ssknja	it's a sweet, funny and heartwarming film	4
18382	8bc4uwjy2v0iew71cvp15vzy	it's a sweet, funny and heartwarming tale of family life	4
18383	wuhx5kcvwze42xk0vqp7tdqg	is an affectionate and insightful look at the human condition.	4
18384	xif5xrramxe1kpvzpgvyjyw6	ichi the killer is a wild ride.	3
18385	0zdy59p63b6hzjjpc3m1ba58	this is the kind of movie that 'll make you go  oh my	3
18386	ovokxw6jydifzhrm0si4ds8v	this is the kind of movie that 'll make you go  oh	3
18387	xktcjyiahkz1zy8fkb42amrk	ichi the killer is a wild ride	3
18388	se3y049rc1tq0qw67x92ij5e	an engrossing, thought-provoking film	3
18389	uq0gv310dqnze8dlmozlxeob	old dogs can learn new tricks	3
18390	ulq7zixk6o8qhtj39fkk44ct	an old dog that has learned some new tricks	3
18391	6kaqj6oxaf8mlr6cvqxty2kn	an old dog that can still learn new tricks	3
18392	tormy792kjhzppwztc3odu79	a sly, witty satire	3
18393	isczr7owi2vdrb967g4vqgbn	a sly, witty satire on the cliches	3
18394	fr50ht78vdifht6znnzvfkuk	this is a landmark film in an increasingly important film industry and worth the look	3
18395	h0471phdfhozwaxhcp1sj5wa	a landmark film in an increasingly important industry	3
18396	7gqtwx7djdp5r3h3juhawi1o	this is a landmark film in an increasingly important film industry.	3
18397	trdn2tmi68r8m7odc9f4qxmk	it's a landmark film in an increasingly important industry	3
18398	33i68981kjnwbsvjkyr90bhc	is a landmark film in an increasingly important film industry	3
18399	gl14383sspyug8c1b3notuye	a spooky, evocative ghost story	3
18400	6a287f5e5drdw5sffmgwv36b	a spooky, evocative ghost story.	3
18401	241uxic3u4smnn8rxcz54tw6	an engrossing meditation on fate	3
18402	rl15p8xchcccgs8lwe2dbnsb	an engrossing meditation	3
18403	8am463o91sisu5cgsfpz27zs	this is one of the best films of this year.	3
18404	5g9balumdj2c8caw7lghucud	a palestinian view of the israeli-palestini conflict	1
18405	sjrt7badt3q1hdw6qyeipkgb	a palestinian view of the conflict	1
18406	p6yib0qqk9gsgv0wqnb9eb7o	longley's film lacks balance	1
18407	guhdfjf3lp88a6w074s393r2	the palestinian side of the conflict	1
18408	ckxutjhnxn2scm16e4nda4kg	longley's film lacks balance and historical context	1
18409	ymbl8jdlyeygx3djbuba6e80	if you're in the mood for a good laugh	2
18410	yat8r609nv30yo75771blogz	if you're in the mood for a slapstick comedy	2
18411	dyhncdhcmtq3yo6inxbrtfoi	it's the kind of movie that makes you want to go out and buy a	2
18412	l083uo9v9f9dv6e6go2r9qrj	it's the kind of movie that makes you want to scream	2
18413	68xryq6rpo31x7iiphowtg07	is the kind of movie that makes you want to go to the theater and see it again	2
18414	6ftj8d7ic93nl4t8h1h1dlhb	is a movie more to be prescribed than recommended	0
18415	hyfgjaty1rizxbau6apqwktz	is a movie more to be prescribed than recommended, as visually bland as	0
18416	dt54z412bxcpglmzfyplvuog	a sluggish, plodding and unimaginative drama	0
18417	qree66aqc01q60hqhm1o1wkw	a sluggish, plodding and unimaginative melo	0
18418	eavptpmual7r870inurlt2ib	it's as visually bland as a dentist waiting room	0
18419	t9lw2e072umpdlbly0znyyzr	lee treats his audience like jim brown's women	0
18420	i6e0rq1lqfxrkfyk36so24ik	lee treats his audience like jim brown treats women	0
18421	dg8v7fzk42p69kl0ud00yvh5	in the end,  king lear '' is a s	0
18422	np78kmn0x6zv0o6idk1ksm3a	in the end,  kung pow '' is a	0
18423	41puhjixvhyn73b23khl92sh	as dumb and credulous as his audience	0
18424	tgodks6gf6uj7urky4h0vll1	birthday girl isn't a bad movie, but it's not	3
18425	wcjjkehp3qfw6l62fwyttjau	birthday girl isn't a bad movie, but it's	3
18426	5exxlzkyg6n6hcz8lbc4ys05	a sappy, cliched melodrama	3
18427	9etk97xe16vggvrhdh9h8y05	it's a shame that birthday girl is so unfunny	3
18428	541zurrswk376jm62b6y0uub	this is the kind of movie that makes you want to go to the theater and watch it again	3
18429	mbeh2y8j81gm6na1rne6umpe	this is a film that affirms the gifts of all involved, starting with spiel	3
18430	zmiebmjnhyu71hwv3o8c2tjp	spielberg's best film	3
18431	rsgasyte6urm4zswgqb6gl7c	this is a film that affirms the gifts of all involved -- starting with spielberg	3
18432	6ty6gietwnwf427rxjhbl9t8	with spielberg's shrewd direction	3
18433	tfw31mxseys47g6itso37dyo	it's the kind of movie that makes you want to see it again and again	3
18434	jvdgp8t6o804qg81oag34qzz	liman's screenplay is a mess	1
18435	71jpry4aiigpp6i8pi6b3z78	liman's screenplay is a jumbled mess	1
18436	82gwsn8cpnsbsn76rl5aw192	in the end the film sags under its own weight	1
18437	1bqu02wyu3u5ixcbhc3qgfc8	liman has a good idea but his screenplay is sloppy	1
18438	n539aa6xp5oww2r8sy2p6ib9	it's hard to imagine a film that could be worse than this	1
18439	kg0ec0ta4u7m93f7hao8whiy	a movie that's more about the music than the story	4
18440	gmylf1cxnos1ssxcwvh1onr3	a movie that's as much about the music as it is the story	4
18441	j6wjlupdc4t7yb16fylz36bm	it's the music that makes drumline work	4
18442	qmsnphjgp8nxkz7y769svlbd	it's the music that makes drumline	4
18443	r7kqrb0qvhqp6nv0bb2f3fa7	drumline is a spirited, energetic and uplifting film that's	4
18444	59w7xox42gl2c4vchcenl3nx	freeman and judd make it work	3
18445	l27fin5i2g4cznv7azesdozo	freeman and judd make the most of the material	3
18446	12z5rnnn011pezlreml9vc51	it's a good movie, but not great	3
18447	rb8nxg2iv6acmosgqelis0za	it's a good movie	3
18448	p54swhk75o9zina8byskln3v	a sluggish, plodding thriller.	3
18449	2q62ww3pyb9qwnz91txn639e	this is the kind of movie that makes you want to go to the theater and see it again	2
18450	m76waesw7t8pp4fxqkp29ylg	this is the kind of movie that makes you want to go to the theater and watch it again	2
18451	fv9hw7zfnlf1vp90nzp2ebih	it's a surprise that the film works.	2
18452	wm3xxf30dosx6wklbvpyz76t	it's a surprise that the film works, but it does.	2
18453	5h8x62iyse2bnyg4klpehk5s	a slapstick comedy	2
18454	qssuegt7glwh14q5z2qcs83i	the dangerous lives of altar boys	3
18455	h2cssn2uv5yx7440uv0sdv1u	the dangerous lives of altar boys is a powerful, heartbreaking drama about the ang	3
18456	1hvapdl3h8qw64hwcd9y9ku9	the dangers of being a teenager	3
18457	q991l4fdoy5xigmkw03zkq2c	an insightful look at adolescence	3
18458	cuw1rptd690aihwdam1b0viz	with the dangerous lives of altar boys	3
18459	2jgsi8m9hvmfp0egucyroqms	lame and sophomoric	0
18460	qcalax31ispr0cjeink191xg	a slapdash comedy that's too dumb to be funny	0
18461	h9yx87ojxgr3lb64j6ai2vg4	a slapdash comedy that's too clumsy to	0
18462	m6er4r7si602mdyc26lnat3j	a sloppy, unfunny comedy	0
18463	15tcaurkglqkk2km37v17d7d	indie debut is a snore	0
18464	4t2cyvr2pnrhd1mciu8wiz2r	attack of the clones is a technological exercise that lacks juice and delight	1
18465	9fqe2pv2ibsb4nxc3bwx6u2z	episode ii -- attack of the clones	1
18466	144agyqlfebb3c0n9lxc6qyp	attack of the clones is a technological exercise that lacks juice	1
18467	u894p5miniy0s11aypjey1j8	episode ii -- attack of the clones is a technological exercise	1
18468	ruliu685tnw1qiwtbhqrxv1g	's a technological exercise that lacks juice	1
18469	r4ntpuw2sy0fduww1hiumca5	the chemistry between the two leads is palpable	4
18470	f2t5lkk0iv0txf15pn2ayz4a	the chemistry between the two leads is palpable, and	4
18471	n7mhfwcr30omtrdxyhlrhzoe	this is the kind of movie that makes you want to see it again and again	4
18472	rwi1ppjbp9bpqbxu9vwu5tyg	this is the kind of movie that makes you want to see it again	4
18473	qsd6vglwmi6r72153uku6lyg	it's hard to imagine a more perfect pairing	4
18474	2hcd8nkrl0kr2iauqndq1h0p	's a smart, funny and heartwarming coming-of-age story	1
18475	ks9fezc43ftakah6xqupsit9	's a smart, funny and heartwarming coming-of-age tale	1
18476	k3lpib1gyoy0csc49zmc6gj5	is a smart, well-acted drama that captures the angst and	1
18477	yl05hww3909rgmkm8ox9kpjm	is a smart, well-acted drama that captures the angst of	1
18478	o8uc03k6123ra1mu4elab39y	this is a movie that is as much about the teen experience as it is about	1
18479	p1iku7z7fspqoxj17czi8qdl	scott's performance is a tour de force.	4
18480	nnsgggmzkh8x1zmx5azn9mq0	scott's performance is a tour de force	4
18481	tve5dlz6biioa74l4ffhe1go	a fascinating portrait of the modern lothario	4
18482	yi5t9zm4qef8jo3bvnc2i9l3	in scott's hands this is a fascinating character study	4
18483	9te45q6kf5ud8ym5mtv8focm	with a strong script and scott's fine performance, the film is	4
18484	e4sraulabsrqq4ycsmme9d1s	with  spider-man, '' marvel has a winner	4
18485	fjnre6592g5szsyb4lb9sozc	with  spider-man, '' marvel has a winner on its hands	4
18486	i3e92l282n4ro2mnncpx856o	a sprightly romp	4
18487	7g6a5pm5ctm8xfr8xtjq8nvy	a sprightly romp that's as much fun as it	4
18488	irmlun6geza5ybkfanuigmpb	spider-man is a spry, witty romp that	4
18489	segyutmw3w1wyhyk0wdzq58a	one of chabrol's subtlest works	3
18490	ooy13svo1yvgbs7nfpclofis	one of chabrol's most unsettling works	3
18491	5kp2wophbj1d11m7sgeixpzj	this is one of chabrol's subtlest works, but also	3
18492	rjgkagq7sey5z1opz2gv4yxo	this is one of chabrol's subtlest and most uncanny	3
18493	rn82fzv972bw7sqhpp6rtl65	chabrol's most unsettling film	3
18494	pgejuv4afql91yqwtqr3oori	koury's film is a harrowing portrait of teen	3
18495	b3r34ctu51l9u9clgegmu92y	koury's film is a harrowing portrait of the	3
18496	o7ilpup45p8ocyt6u1nn6ij8	an unsettling portrait of teenage angst	3
18497	ld15vft9hhyi5mwg223m8vtk	an unsettling portrait of teenage resentment	3
18498	44kcpmb21hmfzkrhf7set02u	koury is a powerful, disturbing portrait of teen angst	3
18499	vgjvkaipnojrdnyjk4g3yx8o	it's the kind of movie that makes you want to watch it again and again	1
18500	cz9jvpgf902s96zpcx4xcfq8	it's the kind of movie that makes you want to watch it again and again	1
18501	tjdmq4k8zx6ts4yh3jddu9pl	this is the kind of movie that's so good that you want to see it again	1
18502	fxxu2gimzrjfwfnid7apiyb4	this is the kind of movie that's so good that you want to watch it again	1
18503	btgott9xcin1q19y3r4testp	a slapstick comedy that's surprisingly funny.	1
18504	0mxnz9rj9lnqxtvvd3p52jot	it's hard to imagine a more generic effort	0
18505	nuqvamxa4bmbz0ylavthskij	it's hard to imagine a worse effort in the genre	0
18506	ekg5d3yhtrdvxnqwo72nt4hf	's hard to imagine a worse effort in the genre	0
18507	4kkbv7vomljyfkj5u76mhi4b	's hard to imagine a more generic effort in the genre	0
18508	bn6tna06cy8dukqg8y3zzbrw	the film isn't bad, but it's not good either	0
18509	e9vxwjauo82cfvkdn2lfes3m	it's so devoid of joy and energy	0
18510	06soqp3gifp3g098c1aya74l	a sluggish, ponderous and utterly pointless	0
18511	m76u31us0xs4xq1mq1ryb5p0	it's so devoid of joy	0
18512	qg0v86rwl7mln40epuqoye5m	a sluggish, ponderous and utterly uninvolving	0
18513	8ksxvzz4bgfas0j66rvdig4y	this is the kind of movie that makes you want to scream at the screen	0
18514	56slrdfscthqin8bvbggn1bi	a slapstick comedy that's surprisingly funny	3
18515	gr9my6zaq7tmkr0jehenjx5d	a slapstick comedy	3
18516	zf21aycg2m8o88ayitugsich	this is the kind of movie that makes you want to go to the theater to see it again	3
18517	3xjta0rtk9xrqse9f74yiuok	this is the kind of movie that makes you want to go to the theater and see it again	3
18518	v0l9jrt4zkbcy5v363otyh5q	it's hard to imagine anyone who has seen this movie not laughing.	3
18519	0lgjhr16yhhk4ut8q58a8d93	a sappy, cliche-ridden melodrama	2
18520	vej2z7napgsxhe8g9txtm1ib	this is the kind of movie that makes you want to go back to the theater and watch it	2
18521	htmzp3ssvjgcwzmbjtfzw5rn	it's the kind of movie that, if it were a person	2
18522	weviurfqd8z0noumb384q5fj	this is the kind of movie that makes you want to go back to the theater and see it	2
18523	28d5ekt1kvythq2zxfv5in9f	a sappy, cliche-ridden romantic comedy	2
18524	lrjfpkqbblk23rhghblmy15z	e.t. : the extra-terrestrial is a classic,	1
18525	okvxatsjw7fey6s7ytaukebd	e.t. : the extra-terrestrial is a classic.	1
